number,value,datetime_start,datetime_complete,duration,params_dt_criterion,params_dt_max_depth,params_dt_min_samples_leaf,params_dt_min_samples_split,params_dt_splitter,params_feature_selector,params_hgb_learning_rate,params_hgb_max_bins,params_hgb_max_depth,params_hgb_max_iter,params_lasso_alpha,params_lgb_feature_fraction,params_lgb_learning_rate,params_lgb_max_depth,params_lgb_n_estimators,params_lgb_num_leaves,params_model,params_rf_bootstrap,params_rf_criterion,params_rf_max_depth,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,params_scaler,params_xgb_alpha,params_xgb_booster,params_xgb_lambda,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_n_estimators,user_attrs_MAE,user_attrs_MSE,user_attrs_R2,user_attrs_error,state
153,20.23909391635028,2025-05-04 05:14:00.285514,2025-05-04 05:14:21.476016,0 days 00:00:21.190502,,,,,,none,,,,,,0.5296609217510012,0.4606805245522295,11.0,453.0,58.0,LightGBM,,,,,,,robust,,,,,,,8.002874551767386,409.6209225548469,0.8090235425459076,,COMPLETE
154,20.582151971641277,2025-05-04 05:14:00.290287,2025-05-04 05:14:21.097201,0 days 00:00:20.806914,,,,,,none,,,,,,0.5327769220956106,0.46367875400107916,11.0,470.0,56.0,LightGBM,,,,,,,robust,,,,,,,8.006012538733893,423.6249797837369,0.8024944687308373,,COMPLETE
155,19.284716626574202,2025-05-04 05:14:00.657380,2025-05-04 05:14:07.794332,0 days 00:00:07.136952,,,,,,none,,,,,,0.5556804937514763,0.495416420264217,8.0,201.0,125.0,LightGBM,,,,,,,robust,,,,,,,8.126649937096154,371.9002953672675,0.8266099287790617,,COMPLETE
156,19.96011612672571,2025-05-04 05:14:00.986550,2025-05-04 05:14:08.022229,0 days 00:00:07.035679,,,,,,none,,,,,,0.5414899616384208,0.44588836370078144,8.0,192.0,105.0,LightGBM,,,,,,,robust,,,,,,,8.04001537255849,398.40623579237564,0.8142521356948996,,COMPLETE
157,20.20445403654162,2025-05-04 05:14:01.147545,2025-05-04 05:14:09.823719,0 days 00:00:08.676174,,,,,,none,,,,,,0.6733729219399769,0.4686145288447905,11.0,199.0,62.0,LightGBM,,,,,,,robust,,,,,,,7.836158138761618,408.21996291472294,0.8096767081787525,,COMPLETE
158,20.098261415003368,2025-05-04 05:14:01.941342,2025-05-04 05:14:16.720514,0 days 00:00:14.779172,,,,,,none,,,,,,0.6679345903931828,0.46780284345077716,11.0,320.0,60.0,LightGBM,,,,,,,robust,,,,,,,7.936420856407104,403.9401119058132,0.8116720915664344,,COMPLETE
159,20.322594268912898,2025-05-04 05:14:02.202693,2025-05-04 05:14:10.817865,0 days 00:00:08.615172,,,,,,none,,,,,,0.6978299017076058,0.48028550196208897,11.0,182.0,51.0,LightGBM,,,,,,,robust,,,,,,,7.977206368763389,413.0078378188514,0.8074444701811894,,COMPLETE
160,19.979221259596322,2025-05-04 05:14:03.138318,2025-05-04 05:14:09.977020,0 days 00:00:06.838702,,,,,,none,,,,,,0.6786427056508691,0.20895518789361353,11.0,193.0,50.0,LightGBM,,,,,,,robust,,,,,,,7.298577928017315,399.16928213990565,0.8138963826551973,,COMPLETE
161,21.078636402206858,2025-05-04 05:14:03.551947,2025-05-04 05:14:15.168266,0 days 00:00:11.616319,,,,,,none,,,,,,0.5228134604183383,0.49873872101244937,11.0,188.0,119.0,LightGBM,,,,,,,robust,,,,,,,8.50332254580685,444.3089125764401,0.7928510545557714,,COMPLETE
162,20.225270073089558,2025-05-04 05:14:04.233405,2025-05-04 05:14:11.544283,0 days 00:00:07.310878,,,,,,none,,,,,,0.680646056554167,0.49786031996508345,11.0,181.0,51.0,LightGBM,,,,,,,robust,,,,,,,8.02927053780014,409.06154952941205,0.8092843375222155,,COMPLETE
163,,2025-05-04 05:14:04.764213,2025-05-04 05:14:04.922442,0 days 00:00:00.158229,,,,,,lasso,,,,,0.005682213160794097,0.6841647150581905,0.48694153046491695,11.0,419.0,127.0,LightGBM,,,,,,,robust,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
164,,2025-05-04 05:14:04.855372,2025-05-04 05:14:05.039063,0 days 00:00:00.183691,,,,,,lasso,,,,,0.003455619815386568,0.6711139429890782,0.2025118217249218,11.0,188.0,121.0,LightGBM,,,,,,,robust,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
165,20.09085510984748,2025-05-04 05:14:04.930127,2025-05-04 05:14:12.260012,0 days 00:00:07.329885,,,,,,none,,,,,,0.6499289104958168,0.2095111636754474,11.0,184.0,62.0,LightGBM,,,,,,,robust,,,,,,,7.2968322580270994,403.6424590448846,0.8118108654566368,,COMPLETE
166,19.200025717911725,2025-05-04 05:14:05.044096,2025-05-04 05:14:18.046211,0 days 00:00:13.002115,,,,,,none,,,,,,0.5350568137369687,0.4730756187131248,9.0,312.0,67.0,LightGBM,,,,,,,robust,,,,,,,7.944148700588252,368.6409875684717,0.8281295070595953,,COMPLETE
167,19.85746146975873,2025-05-04 05:14:05.200892,2025-05-04 05:14:17.928277,0 days 00:00:12.727385,,,,,,none,,,,,,0.5177018631510847,0.43682861649145943,9.0,317.0,66.0,LightGBM,,,,,,,robust,,,,,,,7.975981604625034,394.3187760229525,0.8161578210341196,,COMPLETE
168,19.874823721286877,2025-05-04 05:14:05.371135,2025-05-04 05:14:18.782379,0 days 00:00:13.411244,,,,,,none,,,,,,0.5199473783605142,0.43768006310634133,9.0,312.0,68.0,LightGBM,,,,,,,robust,,,,,,,7.974029054652525,395.00861795222755,0.8158361978928149,,COMPLETE
169,19.720455182690454,2025-05-04 05:14:05.988647,2025-05-04 05:14:18.520117,0 days 00:00:12.531470,,,,,,none,,,,,,0.5256657681559711,0.43065606684474333,9.0,316.0,64.0,LightGBM,,,,,,,robust,,,,,,,8.034465954429429,388.8963526125028,0.8186859028696005,,COMPLETE
170,19.899572285835486,2025-05-04 05:14:06.074544,2025-05-04 05:14:17.853059,0 days 00:00:11.778515,,,,,,none,,,,,,0.5144807673339608,0.4840077830670513,9.0,302.0,58.0,LightGBM,,,,,,,robust,,,,,,,8.13078160543766,395.9929771591917,0.8153772627558209,,COMPLETE
171,20.24521893645979,2025-05-04 05:14:06.181862,2025-05-04 05:14:18.727187,0 days 00:00:12.545325,,,,,,none,,,,,,0.5290722737746572,0.4488810205046527,9.0,317.0,67.0,LightGBM,,,,,,,robust,,,,,,,7.883878266355695,409.86888978519,0.8089079334531878,,COMPLETE
172,20.089675926820163,2025-05-04 05:14:06.412028,2025-05-04 05:14:14.858757,0 days 00:00:08.446729,,,,,,none,,,,,,0.5166174068399328,0.4705810429351134,9.0,175.0,50.0,LightGBM,,,,,,,robust,,,,,,,8.14591257668266,403.5950788446576,0.811832955399544,,COMPLETE
173,20.093939470737226,2025-05-04 05:14:06.435872,2025-05-04 05:14:13.336997,0 days 00:00:06.901125,,,,,,none,,,,,,0.5135853811146966,0.4737852859243748,9.0,183.0,53.0,LightGBM,,,,,,,robust,,,,,,,8.11163085998299,403.7664034536515,0.8117530791893731,,COMPLETE
174,20.48934071050632,2025-05-04 05:14:07.239690,2025-05-04 05:14:10.485395,0 days 00:00:03.245705,,,,,,none,,,,,,0.5079797849515982,0.19752411976890175,6.0,171.0,58.0,LightGBM,,,,,,,robust,,,,,,,7.761172754584692,419.8130827512116,0.8042716791987766,,COMPLETE
175,19.323665779539823,2025-05-04 05:14:07.307274,2025-05-04 05:14:11.865220,0 days 00:00:04.557946,,,,,,none,,,,,,0.5278181394513617,0.46759641952718517,7.0,168.0,55.0,LightGBM,,,,,,,robust,,,,,,,7.970142972351912,373.4040591593584,0.8259088330438389,,COMPLETE
176,19.94671836692222,2025-05-04 05:14:07.429671,2025-05-04 05:14:12.125644,0 days 00:00:04.695973,,,,,,none,,,,,,0.4951189918174642,0.5041078150647903,7.0,174.0,50.0,LightGBM,,,,,,,robust,,,,,,,8.0896803319141,397.8715736093122,0.8145014098018453,,COMPLETE
177,19.803745994133674,2025-05-04 05:14:07.797695,2025-05-04 05:14:12.643797,0 days 00:00:04.846102,,,,,,none,,,,,,0.5111063501017757,0.48809821975657147,7.0,169.0,70.0,LightGBM,,,,,,,robust,,,,,,,8.07376444006517,392.1883554001655,0.8171510812926274,,COMPLETE
178,19.50782141931345,2025-05-04 05:14:08.026700,2025-05-04 05:14:15.225125,0 days 00:00:07.198425,,,,,,none,,,,,,0.5800578279156083,0.24240211284457278,7.0,317.0,57.0,LightGBM,,,,,,,robust,,,,,,,7.409748342142065,380.55509652782473,0.8225748241869825,,COMPLETE
179,20.14288626820533,2025-05-04 05:14:08.298671,2025-05-04 05:14:12.475992,0 days 00:00:04.177321,,,,,,none,,,,,,0.5196522816212458,0.23659154603699462,7.0,173.0,51.0,LightGBM,,,,,,,robust,,,,,,,7.601762053118565,405.7358672138548,0.8108348614146024,,COMPLETE
180,19.503584016582412,2025-05-04 05:14:09.013533,2025-05-04 05:14:15.285919,0 days 00:00:06.272386,,,,,,none,,,,,,0.5036309117836693,0.2736682054994535,6.0,328.0,55.0,LightGBM,,,,,,,robust,,,,,,,7.553647719432607,380.3897894918889,0.8226518948403034,,COMPLETE
181,19.816485107478073,2025-05-04 05:14:09.135497,2025-05-04 05:14:14.943641,0 days 00:00:05.808144,,,,,,none,,,,,,0.49749979356108454,0.23508339895015332,6.0,314.0,142.0,LightGBM,,,,,,,robust,,,,,,,7.667716275348539,392.6930820149003,0.8169157639649293,,COMPLETE
182,18.94238880905109,2025-05-04 05:14:09.276848,2025-05-04 05:14:28.104972,0 days 00:00:18.828124,,,,,,none,,,,,,0.4995961080024366,0.23015681495509718,6.0,930.0,46.0,LightGBM,,,,,,,robust,,,,,,,7.293350953898456,358.8140937932639,0.8327110732287785,,COMPLETE
183,18.081574814505913,2025-05-04 05:14:09.828094,2025-05-04 05:14:38.127351,0 days 00:00:28.299257,,,,,,none,,,,,,0.5032156837131627,0.24905237338931938,9.0,914.0,42.0,LightGBM,,,,,,,robust,,,,,,,7.131847421999826,326.9433477725746,0.8475700851500638,,COMPLETE
184,18.997342716643047,2025-05-04 05:14:09.981588,2025-05-04 05:14:56.339134,0 days 00:00:46.357546,,,,,,none,,,,,,0.5140585573683495,0.2720630191304226,9.0,954.0,143.0,LightGBM,,,,,,,robust,,,,,,,7.434219148395536,360.89903029359067,0.8317390189099568,,COMPLETE
185,18.15005278659119,2025-05-04 05:14:10.314010,2025-05-04 05:14:30.564888,0 days 00:00:20.250878,,,,,,none,,,,,,0.5024256056611535,0.26183913629364464,6.0,963.0,142.0,LightGBM,,,,,,,robust,,,,,,,7.206957185548467,329.42441615604656,0.846413343332235,,COMPLETE
186,19.40707421001076,2025-05-04 05:14:10.490031,2025-05-04 05:14:22.442463,0 days 00:00:11.952432,,,,,,none,,,,,,0.5851793977669313,0.2621634909441036,9.0,315.0,145.0,LightGBM,,,,,,,robust,,,,,,,7.338977811742041,376.63452939286475,0.8244026996235585,,COMPLETE
187,19.659719698990113,2025-05-04 05:14:10.822221,2025-05-04 05:14:23.112839,0 days 00:00:12.290618,,,,,,none,,,,,,0.5821863891694739,0.2704408670368869,9.0,326.0,135.0,LightGBM,,,,,,,robust,,,,,,,7.397768538755087,386.5045786428598,0.8198010131938105,,COMPLETE
188,19.098051753119407,2025-05-04 05:14:11.547689,2025-05-04 05:14:52.876789,0 days 00:00:41.329100,,,,,,none,,,,,,0.5860519099283975,0.2605214980969918,9.0,941.0,138.0,LightGBM,,,,,,,robust,,,,,,,7.295707066736192,364.73558076482726,0.8299503143358088,,COMPLETE
189,18.699609923927383,2025-05-04 05:14:11.870199,2025-05-04 05:14:55.077116,0 days 00:00:43.206917,,,,,,none,,,,,,0.42249507299243977,0.25819563226424364,9.0,838.0,152.0,LightGBM,,,,,,,robust,,,,,,,7.515568688758245,349.67541130704353,0.8369717765056782,,COMPLETE
190,19.80073324595437,2025-05-04 05:14:12.129403,2025-05-04 05:14:52.673587,0 days 00:00:40.544184,,,,,,none,,,,,,0.5856201621491772,0.2847480877742155,9.0,909.0,144.0,LightGBM,,,,,,,robust,,,,,,,7.4568112171412,392.06903707744266,0.8172067107522771,,COMPLETE
191,18.776876895414457,2025-05-04 05:14:12.264222,2025-05-04 05:14:55.603888,0 days 00:00:43.339666,,,,,,none,,,,,,0.4465675419801393,0.26852520155578957,9.0,996.0,76.0,LightGBM,,,,,,,robust,,,,,,,7.6121188293911715,352.5711059455493,0.8356217246077393,,COMPLETE
192,18.866506946196065,2025-05-04 05:14:12.479719,2025-05-04 05:14:58.238340,0 days 00:00:45.758621,,,,,,none,,,,,,0.4475170240085762,0.2774801968832798,9.0,851.0,145.0,LightGBM,,,,,,,robust,,,,,,,7.580202288791772,355.9450843508643,0.8340486837597407,,COMPLETE
193,18.541599271242198,2025-05-04 05:14:12.647685,2025-05-04 05:14:53.336539,0 days 00:00:40.688854,,,,,,none,,,,,,0.5856334027083391,0.2815148947275946,9.0,886.0,140.0,LightGBM,,,,,,,robust,,,,,,,7.333543721425999,343.79090353532916,0.8397152946860822,,COMPLETE
194,18.763195658348618,2025-05-04 05:14:13.340754,2025-05-04 05:15:00.090852,0 days 00:00:46.750098,,,,,,none,,,,,,0.4320486884386547,0.04578143040246009,9.0,987.0,147.0,LightGBM,,,,,,,robust,,,,,,,7.0272971719626565,352.0575113134724,0.8358611764472346,,COMPLETE
195,18.658547755413544,2025-05-04 05:14:14.864368,2025-05-04 05:15:00.137480,0 days 00:00:45.273112,,,,,,none,,,,,,0.4476413816310663,0.04873576956842964,9.0,983.0,138.0,LightGBM,,,,,,,robust,,,,,,,7.058442499292286,348.14140434104775,0.8376869724342664,,COMPLETE
196,18.784190269078643,2025-05-04 05:14:14.946153,2025-05-04 05:14:52.236758,0 days 00:00:37.290605,,,,,,none,,,,,,0.5833093965610131,0.27868851001602046,9.0,886.0,78.0,LightGBM,,,,,,,robust,,,,,,,7.281085165969459,352.84580406494877,0.835493652844742,,COMPLETE
197,19.38961486168969,2025-05-04 05:14:15.172456,2025-05-04 05:14:54.398274,0 days 00:00:39.225818,,,,,,none,,,,,,0.459449091746026,0.2776940644080617,9.0,918.0,81.0,LightGBM,,,,,,,robust,,,,,,,7.3909409457744895,375.9571644846577,0.8247185056369971,,COMPLETE
198,18.043829569241606,2025-05-04 05:14:15.233665,2025-05-04 05:14:38.702101,0 days 00:00:23.468436,,,,,,none,,,,,,0.453138377566884,0.26905693257716884,9.0,859.0,34.0,LightGBM,,,,,,,robust,,,,,,,6.981932414736985,325.57978552383776,0.8482058150980306,,COMPLETE
199,18.435431184754695,2025-05-04 05:14:15.297227,2025-05-04 05:14:38.783698,0 days 00:00:23.486471,,,,,,none,,,,,,0.5915049720347714,0.07518390721585222,9.0,988.0,34.0,LightGBM,,,,,,,robust,,,,,,,6.827837758965985,339.86512296782587,0.8415456007672456,,COMPLETE
200,18.15428699349186,2025-05-04 05:14:16.725104,2025-05-04 05:14:41.752745,0 days 00:00:25.027641,,,,,,none,,,,,,0.6000782361561997,0.2845258245683186,9.0,881.0,36.0,LightGBM,,,,,,,robust,,,,,,,7.089460031263563,329.5781362420676,0.846341674831308,,COMPLETE
201,18.307475822627627,2025-05-04 05:14:17.856785,2025-05-04 05:14:46.553216,0 days 00:00:28.696431,,,,,,none,,,,,,0.45250018377948636,0.04938277469299064,0.0,944.0,32.0,LightGBM,,,,,,,robust,,,,,,,6.787222994688661,335.16367099609505,0.8437375460342296,,COMPLETE
202,18.973536437372506,2025-05-04 05:14:17.931459,2025-05-04 05:14:42.668726,0 days 00:00:24.737267,,,,,,none,,,,,,0.45860446230304247,0.28862645566869577,10.0,856.0,35.0,LightGBM,,,,,,,robust,,,,,,,7.278074057612509,359.9950849403022,0.8321604629129301,,COMPLETE
203,31.59918371531747,2025-05-04 05:14:18.051432,2025-05-04 05:14:20.041544,0 days 00:00:01.990112,,,,,,none,,,,,,0.4185033077793519,0.6463618533467418,1.0,819.0,34.0,LightGBM,,,,,,,robust,,,,,,,11.749607249244319,998.5084114743847,0.5344681175655566,,COMPLETE
204,18.514595882274175,2025-05-04 05:14:18.524940,2025-05-04 05:14:43.382288,0 days 00:00:24.857348,,,,,,none,,,,,,0.4018873866627794,0.07399714969395964,10.0,918.0,35.0,LightGBM,,,,,,,robust,,,,,,,6.999333582137111,342.79026068392386,0.8401818217026864,,COMPLETE
205,18.817342560483016,2025-05-04 05:14:18.730346,2025-05-04 05:14:41.093576,0 days 00:00:22.363230,,,,,,none,,,,,,0.4138171019714412,0.07191020217370667,10.0,788.0,37.0,LightGBM,,,,,,,robust,,,,,,,7.053241541605322,354.0923810385655,0.8349124646259363,,COMPLETE
206,19.83799474184113,2025-05-04 05:14:18.788611,2025-05-04 05:14:24.747749,0 days 00:00:05.959138,,,,,,none,,,,,,0.43681652648188524,0.29533001167616313,3.0,926.0,36.0,LightGBM,,,,,,,robust,,,,,,,7.898337168526909,393.54603537731623,0.8165180938202702,,COMPLETE
207,19.463441032394027,2025-05-04 05:14:20.047516,2025-05-04 05:14:41.419371,0 days 00:00:21.371855,,,,,,none,,,,,,0.5771987756763329,0.053580652523638056,10.0,613.0,82.0,LightGBM,,,,,,,robust,,,,,,,7.075027723915403,378.82553682147943,0.8233811921420493,,COMPLETE
208,19.488069593039558,2025-05-04 05:14:21.100438,2025-05-04 05:14:54.791174,0 days 00:00:33.690736,,,,,,none,,,,,,0.5760281450930443,0.2868878012952994,10.0,700.0,86.0,LightGBM,,,,,,,robust,,,,,,,7.369252445749728,379.784856463153,0.8229339311340171,,COMPLETE
209,19.090596092632133,2025-05-04 05:14:21.479521,2025-05-04 05:14:55.856691,0 days 00:00:34.377170,,,,,,none,,,,,,0.5767791207374752,0.04254958507894308,10.0,974.0,88.0,LightGBM,,,,,,,robust,,,,,,,6.867514747020233,364.45085917202124,0.8300830593157664,,COMPLETE
210,19.268080653978263,2025-05-04 05:14:21.688093,2025-05-04 05:15:11.071947,0 days 00:00:49.383854,,,,,,none,,,,,,0.7474191226527499,0.28342663362134046,10.0,936.0,82.0,LightGBM,,,,,,,robust,,,,,,,7.411649241507033,371.25893208821145,0.8269089498500835,,COMPLETE
211,19.881851833726916,2025-05-04 05:14:22.445686,2025-05-04 05:15:10.424672,0 days 00:00:47.978986,,,,,,none,,,,,,0.5771467057398145,0.2995078228209226,10.0,931.0,158.0,LightGBM,,,,,,,robust,,,,,,,7.630627489125886,395.2880323382704,0.8157059272775461,,COMPLETE
212,19.452481431777368,2025-05-04 05:14:23.118169,2025-05-04 05:15:03.346052,0 days 00:00:40.227883,,,,,,none,,,,,,0.6010830694247266,0.0381579902908464,10.0,989.0,161.0,LightGBM,,,,,,,robust,,,,,,,6.983537099473395,378.39903385364335,0.8235800394699226,,COMPLETE
213,19.530028035253334,2025-05-04 05:14:23.930077,2025-05-04 05:14:46.637391,0 days 00:00:22.707314,,,,,,none,,,,,,0.6067352089485218,0.045356788356706174,10.0,612.0,82.0,LightGBM,,,,,,,robust,,,,,,,6.9997274447522475,381.42199505778115,0.822170652424489,,COMPLETE
214,18.604643151302547,2025-05-04 05:14:24.350218,2025-05-04 05:15:05.618187,0 days 00:00:41.267969,,,,,,none,,,,,,0.602413405231286,0.08598502328583148,10.0,978.0,160.0,LightGBM,,,,,,,robust,,,,,,,6.871850200099082,346.13274678730875,0.8386234634256418,,COMPLETE
215,19.016850244257792,2025-05-04 05:14:24.751021,2025-05-04 05:14:57.383983,0 days 00:00:32.632962,,,,,,none,,,,,,0.6087324202787626,0.3032522279753004,10.0,696.0,84.0,LightGBM,,,,,,,robust,,,,,,,7.431117881968037,361.6405932125277,0.8313932820311993,,COMPLETE
216,19.06877337347416,2025-05-04 05:14:28.109296,2025-05-04 05:15:06.437364,0 days 00:00:38.328068,,,,,,none,,,,,,0.6052242044330399,0.049789831777990665,10.0,976.0,157.0,LightGBM,,,,,,,robust,,,,,,,6.891802210037415,363.61811796891703,0.8304713059999275,,COMPLETE
217,18.88600859609864,2025-05-04 05:14:30.536379,2025-05-04 05:15:10.612639,0 days 00:00:40.076260,,,,,,none,,,,,,0.6334160488372013,0.05631790919420307,10.0,988.0,248.0,LightGBM,,,,,,,robust,,,,,,,6.841231355201224,356.68132069191176,0.8337054302770199,,COMPLETE
218,19.225160614615067,2025-05-04 05:14:30.579356,2025-05-04 05:15:11.790812,0 days 00:00:41.211456,,,,,,none,,,,,,0.6330663383499425,0.04516113699387777,10.0,973.0,241.0,LightGBM,,,,,,,robust,,,,,,,6.889040724270523,369.6068006577464,0.8276792186290092,,COMPLETE
219,,2025-05-04 05:14:35.128330,2025-05-04 05:14:35.173301,0 days 00:00:00.044971,mse,21.0,23.0,10.0,random,none,,,,,,,,,,,DecisionTree,,,,,,,robust,,,,,,,,,,"The 'criterion' parameter of DecisionTreeRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mse' instead.",PRUNED
220,19.069323116419934,2025-05-04 05:14:35.175907,2025-05-04 05:15:11.556870,0 days 00:00:36.380963,,,,,,none,,,,,,0.7229502027344674,0.06911595961780002,10.0,976.0,249.0,LightGBM,,,,,,,robust,,,,,,,6.939200284015702,363.6390841184276,0.8304615310086135,,COMPLETE
221,19.18439752619967,2025-05-04 05:14:37.819635,2025-05-04 05:15:16.168236,0 days 00:00:38.348601,,,,,,none,,,,,,0.614979580149857,0.06449132915734437,10.0,985.0,234.0,LightGBM,,,,,,,robust,,,,,,,6.938528358450085,368.0411084432561,0.8284091870855076,,COMPLETE
222,19.372625152444208,2025-05-04 05:14:38.132156,2025-05-04 05:15:23.322945,0 days 00:00:45.190789,,,,,,none,,,,,,0.4760550450243473,0.03723045358190663,10.0,1000.0,228.0,LightGBM,,,,,,,robust,,,,,,,6.9834044397222,375.298605297114,0.8250255439100338,,COMPLETE
223,,2025-05-04 05:14:38.706420,2025-05-04 05:14:38.759928,0 days 00:00:00.053508,,,,,,none,,,,,,,,,,,RandomForest,True,mse,30.0,32.0,9.0,158.0,robust,,,,,,,,,,"The 'criterion' parameter of RandomForestRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mse' instead.",PRUNED
224,18.449076268413425,2025-05-04 05:14:38.761710,2025-05-04 05:14:56.195623,0 days 00:00:17.433913,,,,,,none,,,,,,0.47090930794493746,0.054230556783587396,10.0,894.0,22.0,LightGBM,,,,,,,robust,,,,,,,6.951529219256473,340.3684151577354,0.8413109522075632,,COMPLETE
225,19.05253087847517,2025-05-04 05:14:38.792388,2025-05-04 05:15:01.739273,0 days 00:00:22.946885,,,,,,none,,,,,,0.6119112083619634,0.04415095254342787,10.0,985.0,30.0,LightGBM,,,,,,,robust,,,,,,,6.949030851627825,362.9989328752498,0.8307599869954182,,COMPLETE
226,18.506210247372245,2025-05-04 05:14:40.051583,2025-05-04 05:15:01.277073,0 days 00:00:21.225490,,,,,,none,,,,,,0.46281702209906816,0.07654521624600163,10.0,881.0,31.0,LightGBM,,,,,,,robust,,,,,,,6.913593137087257,342.4798177199455,0.8403265586881224,,COMPLETE
227,18.172478707656143,2025-05-04 05:14:41.096807,2025-05-04 05:15:02.387323,0 days 00:00:21.290516,,,,,,none,,,,,,0.46421390925716893,0.07289975384663915,10.0,888.0,30.0,LightGBM,,,,,,,robust,,,,,,,6.786108399571168,330.23898238021593,0.8460335703194617,,COMPLETE
228,18.263310115495738,2025-05-04 05:14:41.423012,2025-05-04 05:14:59.278428,0 days 00:00:17.855416,,,,,,none,,,,,,0.6077046169454186,0.09241310704845188,10.0,998.0,20.0,LightGBM,,,,,,,robust,,,,,,,6.750556775841661,333.5484963747689,0.8444905845397501,,COMPLETE
229,18.571653304857175,2025-05-04 05:14:41.755507,2025-05-04 05:15:03.881403,0 days 00:00:22.125896,,,,,,none,,,,,,0.6146626829645065,0.3034245927738886,10.0,889.0,29.0,LightGBM,,,,,,,robust,,,,,,,7.1398109421234395,344.90630647581247,0.8391952633828011,,COMPLETE
230,18.380743306365584,2025-05-04 05:14:42.672284,2025-05-04 05:14:58.906182,0 days 00:00:16.233898,,,,,,none,,,,,,0.4707358398801209,0.07971622992219374,10.0,885.0,20.0,LightGBM,,,,,,,robust,,,,,,,6.955634546300712,337.8517244945033,0.8424843021047661,,COMPLETE
231,18.445641875703206,2025-05-04 05:14:43.385187,2025-05-04 05:14:59.510658,0 days 00:00:16.125471,,,,,,none,,,,,,0.46310686656994743,0.05364538036222803,10.0,882.0,20.0,LightGBM,,,,,,,robust,,,,,,,6.962269092949726,340.2417042066957,0.841370028312366,,COMPLETE
232,18.35152108081625,2025-05-04 05:14:44.445630,2025-05-04 05:15:00.907625,0 days 00:00:16.461995,,,,,,none,,,,,,0.6109755275065661,0.08103210121734114,10.0,888.0,21.0,LightGBM,,,,,,,robust,,,,,,,6.869515022024999,336.7783259796432,0.8429847497980282,,COMPLETE
233,18.417217149098086,2025-05-04 05:14:46.556521,2025-05-04 05:15:02.666423,0 days 00:00:16.109902,,,,,,none,,,,,,0.46063358985088376,0.08683104451321665,10.0,880.0,20.0,LightGBM,,,,,,,robust,,,,,,,6.9605515762731915,339.1938875170326,0.8418585490602932,,COMPLETE
234,18.33875308934872,2025-05-04 05:14:46.639713,2025-05-04 05:15:05.960231,0 days 00:00:19.320518,,,,,,none,,,,,,0.46384979561132433,0.07501979486574957,10.0,882.0,28.0,LightGBM,,,,,,,robust,,,,,,,6.922350436706623,336.30986487209725,0.843203159156164,,COMPLETE
235,18.431840993727636,2025-05-04 05:14:52.240820,2025-05-04 05:15:07.985603,0 days 00:00:15.744783,,,,,,none,,,,,,0.44932747163492626,0.08687865282179978,10.0,883.0,21.0,LightGBM,,,,,,,robust,,,,,,,7.1161454871254275,339.7327624180586,0.8416073108692188,,COMPLETE
236,18.58789715486879,2025-05-04 05:14:52.677696,2025-05-04 05:15:15.984747,0 days 00:00:23.307051,,,,,,none,,,,,,0.4646074785890537,0.08353625413674115,0.0,880.0,30.0,LightGBM,,,,,,,robust,,,,,,,6.882257385958157,345.5099206399793,0.8389138419797568,,COMPLETE
237,18.537979700721856,2025-05-04 05:14:52.879381,2025-05-04 05:15:08.647784,0 days 00:00:15.768403,,,,,,none,,,,,,0.45428256628076996,0.08823691138318031,10.0,877.0,20.0,LightGBM,,,,,,,robust,,,,,,,6.977812026642478,343.65669138437556,0.8397778680550805,,COMPLETE
238,19.029338494621587,2025-05-04 05:14:53.339454,2025-05-04 05:15:13.706449,0 days 00:00:20.366995,,,,,,none,,,,,,0.44517530927511634,0.08538928638410039,10.0,876.0,29.0,LightGBM,,,,,,,robust,,,,,,,7.1196155847896065,362.115723542887,0.8311717632993068,,COMPLETE
239,18.446178351589843,2025-05-04 05:14:54.401275,2025-05-04 05:15:13.934108,0 days 00:00:19.532833,,,,,,none,,,,,,0.4707928275971078,0.08760336562654907,10.0,878.0,29.0,LightGBM,,,,,,,robust,,,,,,,6.940033399021293,340.2614957786618,0.8413608009411713,,COMPLETE
